student_id,semester,attendance_percentage,internal_marks,assignment_marks,study_hours_per_day,previous_sgpa,backlogs,lab_performance,participation,final_sgpa,performance
VTU33166,2,66.7,34.8,27.2,3.1,6.1,3,58.4,51.5,6.29,Average
VTU68767,8,71.7,36.5,41.7,4.1,7.13,0,76.0,68.9,6.64,Good
VTU17052,5,53.6,19.4,36.4,0.6,4.94,4,59.2,57.0,5.51,Average
VTU14406,4,71.7,15.8,26.3,1.7,5.94,0,53.4,42.7,7.18,Average
VTU13442,3,64.4,31.3,30.7,4.9,6.0,0,62.2,35.1,7.13,Average
VTU61071,7,70.0,25.4,20.0,3.9,6.29,1,73.6,88.1,7.52,Good
VTU15565,6,83.3,25.7,30.0,3.8,5.0,3,54.5,38.1,6.35,Average
VTU95015,3,67.5,38.1,46.0,5.0,9.2,0,90.0,70.5,8.2,Excellent
VTU29663,3,63.4,27.6,35.4,2.9,5.6,1,55.0,57.8,5.39,Average
VTU65666,4,64.1,28.1,23.5,4.7,7.13,1,91.3,77.6,7.88,Good
VTU17263,8,65.8,23.9,23.8,4.2,5.87,4,62.2,39.7,5.83,Average
VTU77449,1,58.2,15.9,10.9,1.2,4.04,3,60.9,38.1,5.58,Poor
VTU12511,3,57.6,24.7,24.6,2.5,5.59,5,74.4,55.0,5.52,Average
VTU90116,5,87.1,39.0,38.3,6.7,7.56,0,81.7,70.5,8.94,Excellent
VTU97512,7,75.4,34.3,36.2,7.4,7.19,0,77.0,69.8,8.08,Excellent
VTU69628,8,91.5,38.9,26.7,7.5,8.74,0,77.1,73.7,7.13,Good
VTU09521,8,74.8,29.8,26.1,1.9,6.13,1,63.9,55.7,5.18,Average
VTU33931,1,60.5,32.7,31.1,2.6,6.93,2,71.0,39.0,6.83,Average
VTU95750,8,77.7,42.7,37.4,11.3,7.26,0,69.7,85.4,8.92,Excellent
VTU23208,8,90.0,26.7,42.0,3.7,6.41,3,68.7,50.5,5.99,Average
VTU23390,2,64.9,30.1,18.3,4.8,5.96,3,67.0,40.1,5.44,Average
VTU48965,3,83.9,27.0,31.1,3.2,6.04,1,84.9,50.6,6.68,Good
VTU19658,1,55.8,26.5,23.0,2.3,5.53,0,70.5,59.8,6.02,Average
VTU52154,5,74.6,34.8,28.9,4.0,6.85,0,78.3,50.7,7.04,Good
VTU75798,3,44.5,4.6,6.7,2.1,4.91,0,57.5,45.3,3.83,Poor
VTU28857,7,69.4,29.2,29.3,4.1,5.04,1,57.4,50.2,5.36,Average
VTU27353,7,70.7,29.1,31.1,5.4,5.68,1,66.7,47.2,5.5,Average
VTU18776,5,69.6,25.0,18.5,2.1,6.8,2,63.6,38.6,6.64,Average
VTU93582,1,89.9,46.0,30.8,6.8,8.8,0,84.1,76.5,9.18,Excellent
VTU98723,5,87.6,42.2,39.1,7.8,8.15,0,77.2,92.6,8.67,Excellent
VTU47536,2,77.7,37.8,43.6,4.3,7.63,1,66.3,54.6,6.71,Good
VTU73309,6,59.5,14.5,20.3,1.8,5.08,8,38.8,23.5,3.11,Poor
VTU93034,4,85.6,30.3,36.9,6.7,9.54,0,60.0,78.2,8.92,Excellent
VTU76537,4,54.0,11.5,5.3,2.9,4.26,4,34.4,43.8,5.27,Poor
VTU26140,3,58.8,19.8,20.6,3.5,6.1,0,58.9,63.3,4.84,Average
VTU72631,3,69.2,20.8,10.2,1.3,5.25,7,50.1,17.3,4.27,Poor
VTU44926,5,84.9,31.7,40.0,6.3,7.94,0,76.3,72.1,6.63,Good
VTU74842,3,52.1,19.0,17.7,4.7,4.74,6,40.9,14.7,4.86,Poor
VTU95148,8,98.1,42.8,36.0,7.3,8.36,0,85.7,72.9,8.97,Excellent
VTU30676,1,85.4,27.3,31.9,3.2,5.49,3,74.0,31.0,5.38,Average
VTU64317,3,64.2,25.8,31.5,6.9,6.41,0,73.1,50.8,7.02,Good
VTU65411,2,59.9,34.1,17.3,1.8,7.46,0,75.8,80.5,8.15,Good
VTU65978,5,88.3,26.5,31.4,4.6,7.48,2,87.2,66.3,6.81,Good
VTU67163,6,77.6,38.2,30.7,7.3,7.13,0,97.0,53.3,8.06,Good
VTU00431,4,53.8,20.4,25.9,4.4,5.68,3,65.7,66.0,6.61,Average
VTU84594,4,61.8,12.0,5.3,2.6,5.07,5,48.7,29.1,4.08,Poor
VTU37643,7,72.1,14.0,22.0,2.5,7.04,2,52.9,63.3,6.18,Average
VTU09770,7,48.1,33.7,37.4,4.0,4.83,1,82.6,69.7,5.8,Average
VTU66817,2,85.3,24.8,29.2,3.8,5.7,0,67.6,68.1,8.29,Good
VTU87733,7,54.3,22.5,19.2,2.6,3.15,8,47.1,56.6,5.82,Poor
VTU74393,1,45.6,11.5,17.4,2.9,3.09,5,38.9,16.4,4.28,Poor
VTU52846,8,73.6,36.0,30.4,6.2,6.71,0,67.0,59.2,7.78,Good
VTU23679,3,49.0,29.6,15.7,5.0,5.81,1,55.5,60.1,6.19,Average
VTU99678,3,82.3,47.5,33.7,9.4,7.62,0,82.9,100.0,9.15,Excellent
VTU69974,3,52.0,28.2,28.5,5.5,7.05,3,97.0,73.5,7.25,Good
VTU55800,1,67.6,40.7,36.3,4.5,7.3,1,77.8,57.4,6.75,Good
VTU97100,3,93.3,37.8,44.5,5.8,8.94,0,85.5,81.8,9.0,Excellent
VTU01569,8,50.2,25.0,17.5,2.6,6.88,1,65.4,32.0,4.83,Average
VTU07982,2,60.2,22.2,23.3,0.6,6.12,1,69.7,51.3,6.06,Average
VTU47479,4,78.1,26.5,29.6,3.6,7.28,0,87.2,68.3,7.69,Good
VTU26552,8,68.0,30.1,21.1,3.3,5.7,2,74.3,40.7,5.09,Average
VTU75743,8,37.9,17.9,7.9,0.0,5.59,6,35.8,32.8,5.22,Poor
VTU50134,4,82.0,35.6,37.7,1.5,6.74,1,73.6,41.4,8.6,Good
VTU65307,8,84.1,24.7,32.1,3.1,8.17,1,70.5,58.4,6.49,Good
VTU98246,8,79.5,27.9,45.3,9.9,9.52,0,75.6,85.0,8.2,Excellent
VTU32623,1,67.4,17.1,27.6,4.7,6.59,0,58.9,45.5,6.81,Average
VTU53248,6,64.6,30.8,38.2,3.9,6.37,0,66.3,58.7,7.55,Good
VTU70509,2,32.9,12.0,3.0,0.7,3.97,6,52.9,51.4,5.06,Poor
VTU23432,8,73.9,26.2,25.0,2.0,6.75,1,74.1,48.1,6.73,Average
VTU70366,6,61.6,21.1,15.9,1.7,4.12,1,44.0,34.2,4.21,Poor
VTU34191,1,52.5,34.1,28.7,2.9,5.94,4,74.4,66.1,5.89,Average
VTU38722,8,89.4,31.2,20.3,4.7,7.75,0,71.8,67.1,6.67,Good
VTU30264,1,67.5,19.9,22.4,3.7,5.37,0,53.8,66.0,5.28,Average
VTU26035,4,75.5,19.6,32.2,4.6,5.83,3,54.5,58.6,6.91,Average
VTU74378,8,66.2,19.3,16.8,0.2,3.87,2,38.4,21.0,5.28,Poor
VTU17891,8,44.1,15.3,18.4,2.2,5.61,3,61.1,41.0,5.52,Average
VTU65830,7,72.9,38.5,47.8,5.5,5.6,2,93.6,54.1,7.45,Good
VTU48824,5,66.1,33.9,24.3,5.1,8.02,0,76.8,72.1,8.13,Good
VTU38765,6,69.3,30.3,27.0,2.4,7.55,1,74.9,57.8,8.31,Good
VTU48636,7,72.8,31.4,45.6,5.0,6.03,0,89.7,49.5,7.25,Good
VTU43974,2,83.8,34.1,30.3,2.6,6.44,0,76.9,73.2,8.09,Good
VTU61533,4,73.5,40.5,38.9,3.8,6.57,0,67.0,71.4,6.97,Good
VTU42453,3,96.7,26.3,27.5,5.5,6.34,0,81.9,53.4,6.38,Good
VTU67491,2,84.4,23.6,31.9,2.5,6.18,2,64.2,76.7,7.27,Good
VTU91338,7,88.7,38.5,27.4,7.7,8.95,0,82.3,86.6,9.35,Excellent
VTU15613,8,76.7,25.5,22.6,5.6,5.87,2,72.6,29.8,6.51,Average
VTU55940,1,71.8,25.6,16.7,2.8,6.74,0,71.9,83.4,6.83,Good
VTU84021,6,39.9,8.8,9.8,0.4,2.96,5,42.9,38.7,4.49,Poor
VTU45200,3,78.9,36.2,31.7,3.7,6.6,0,68.1,60.8,6.66,Good
VTU10233,4,56.5,36.0,19.4,2.6,4.59,0,72.6,61.4,7.3,Average
VTU22131,8,71.0,31.7,27.2,0.6,7.5,3,58.1,54.2,6.11,Average
VTU17861,6,58.7,20.2,20.8,2.0,6.04,1,71.8,42.2,5.77,Average
VTU91206,4,85.4,41.5,38.4,7.1,8.31,1,84.2,77.9,8.79,Excellent
VTU62273,1,83.7,39.2,26.9,5.3,8.43,0,75.1,65.7,7.41,Good
VTU61925,5,81.8,41.3,22.7,3.2,8.28,2,81.9,74.2,7.95,Good
VTU51055,8,70.4,38.7,35.4,2.7,6.77,0,76.5,70.4,7.83,Good
VTU80479,7,48.4,16.3,3.0,5.1,4.12,7,66.6,30.6,3.41,Poor
VTU86522,3,47.0,15.0,13.4,3.9,3.95,2,57.1,26.1,4.1,Poor
VTU58013,5,76.4,25.3,41.2,2.4,8.13,1,68.9,68.6,8.64,Good
VTU02500,8,68.2,29.3,20.5,0.9,6.25,3,77.3,55.1,6.2,Average
VTU02382,5,55.9,22.6,20.9,2.9,6.41,2,72.7,62.9,6.41,Average
VTU64918,7,86.7,31.7,23.3,3.3,7.67,0,82.5,61.7,7.16,Good
VTU06066,7,62.4,25.6,22.9,3.8,6.02,0,68.5,39.3,5.31,Average
VTU70974,2,40.0,15.6,22.8,0.2,2.42,3,46.5,47.5,3.92,Poor
VTU63684,4,78.4,27.7,23.0,5.3,7.16,1,86.9,69.4,7.41,Good
VTU28098,2,57.9,23.2,17.0,1.5,6.62,1,63.6,78.3,5.01,Average
VTU25784,4,75.8,30.2,15.6,2.8,7.02,0,59.7,45.5,5.31,Average
VTU03399,4,86.6,28.9,34.9,2.2,6.04,3,71.2,39.6,6.04,Average
VTU76133,7,53.8,21.9,1.9,2.6,4.21,4,39.6,47.3,4.57,Poor
VTU31754,2,66.1,23.8,37.5,1.3,5.64,1,71.8,53.4,5.8,Average
VTU23244,4,68.2,13.2,21.4,3.1,5.36,5,65.4,26.2,4.8,Average
VTU30827,2,68.5,29.8,21.1,4.0,6.64,1,69.6,69.6,6.21,Average
VTU61633,7,64.6,27.8,40.0,2.3,7.86,1,85.2,70.9,7.57,Good
VTU50889,8,95.1,20.5,26.4,1.2,7.95,2,85.2,66.9,7.39,Good
VTU96024,4,88.9,46.1,50.0,7.1,8.67,2,87.1,77.4,9.06,Excellent
VTU02228,5,59.3,33.3,32.5,3.3,5.89,2,70.8,46.5,6.99,Average
VTU02961,6,57.2,28.6,15.5,2.0,7.19,2,77.2,85.0,6.31,Average
VTU47141,6,83.0,36.4,33.1,4.7,6.54,0,76.5,79.8,7.47,Good
VTU40934,1,88.3,44.3,36.1,5.4,7.98,0,77.0,59.4,6.8,Good
VTU49934,7,63.3,38.5,26.0,5.3,8.07,0,74.1,70.9,6.73,Good
VTU97764,3,82.9,44.1,39.5,7.8,8.18,0,90.0,88.7,9.44,Excellent
VTU11100,8,63.1,26.2,14.9,3.5,5.42,4,71.5,57.8,5.26,Average
VTU69637,8,69.1,36.0,30.3,7.0,8.48,2,69.4,77.1,7.43,Good
VTU19014,2,54.2,42.0,20.6,3.7,6.35,4,57.4,58.8,7.3,Average
VTU84819,6,52.6,10.5,26.4,1.9,3.66,4,68.8,52.0,4.86,Poor
VTU52466,4,88.1,30.6,42.0,3.8,7.48,0,81.3,59.0,8.13,Good
VTU17023,3,69.6,21.7,29.3,3.1,6.77,0,46.0,47.5,5.85,Average
VTU52614,4,74.2,21.9,28.2,7.0,6.98,1,80.1,71.8,6.82,Good
VTU58200,5,77.6,32.1,35.0,3.7,7.04,0,66.6,55.2,6.03,Good
VTU36253,8,61.5,24.0,23.1,4.9,5.92,0,78.2,58.0,5.13,Average
VTU95152,4,83.6,32.0,44.6,9.7,8.63,0,100.0,78.5,8.43,Excellent
VTU12780,8,64.2,29.2,18.1,2.3,5.22,3,68.6,63.5,6.66,Average
VTU33091,7,73.8,26.9,27.9,4.7,4.74,0,76.5,52.6,5.76,Average
VTU47903,6,86.2,40.1,38.8,5.2,8.24,0,79.1,73.6,7.79,Good
VTU02499,7,72.5,38.1,16.2,0.9,6.6,1,60.1,48.5,6.65,Average
VTU10698,1,85.4,33.2,27.0,1.4,4.72,0,50.6,39.8,6.15,Average
VTU23421,6,84.0,20.0,35.2,1.2,6.94,3,67.1,51.8,6.01,Average
VTU68328,8,79.5,33.5,30.0,2.7,6.76,0,70.3,66.8,8.05,Good
VTU97968,3,97.1,36.7,43.6,6.4,8.88,0,81.4,73.5,8.83,Excellent
VTU09614,8,47.2,24.8,28.5,3.7,6.78,0,67.2,51.3,6.82,Average
VTU78000,1,53.9,20.3,9.4,1.4,3.94,7,69.3,32.7,3.9,Poor
VTU75105,4,53.7,11.9,18.9,2.3,3.75,4,64.9,19.3,4.51,Poor
VTU52487,7,91.1,31.1,32.2,3.2,7.41,1,79.7,70.0,7.16,Good
VTU81646,8,49.4,12.4,23.6,0.0,4.6,1,66.1,41.2,4.79,Poor
VTU75429,2,45.2,22.0,20.8,1.5,4.77,2,57.3,27.9,5.62,Poor
VTU58691,7,75.0,18.4,17.2,5.3,7.24,0,76.5,75.4,8.02,Good
VTU45017,8,67.6,28.3,32.6,6.5,6.9,0,76.0,77.3,7.02,Good
VTU86204,5,62.7,23.0,6.4,1.8,5.24,7,40.9,14.3,4.75,Poor
VTU22896,4,75.7,33.4,22.2,2.8,5.8,2,45.4,56.7,6.46,Average
VTU58805,1,62.6,31.1,26.1,3.5,7.07,0,68.9,73.9,6.0,Good
VTU75131,6,42.4,11.7,11.7,1.0,3.53,0,48.0,36.7,4.92,Poor
VTU19380,7,90.0,21.9,27.1,3.0,6.43,2,69.2,56.8,5.6,Average
VTU01622,3,51.3,19.2,27.8,3.8,6.48,2,70.4,59.9,7.18,Average
VTU44638,4,80.0,47.4,25.9,5.3,7.84,0,71.9,52.9,7.55,Good
VTU60857,4,69.3,33.1,33.6,1.4,7.36,0,92.0,76.6,7.76,Good
VTU71685,7,62.3,21.6,11.8,0.3,5.22,1,33.3,21.2,4.06,Poor
VTU90768,6,82.3,42.2,36.4,4.2,8.96,1,95.4,85.5,8.61,Excellent
VTU39793,4,82.9,23.8,41.4,4.7,7.11,0,81.1,50.9,7.49,Good
VTU21749,1,77.3,25.6,17.1,2.5,6.83,0,74.9,28.7,6.92,Average
VTU62594,7,94.7,40.8,27.6,4.4,6.98,0,97.0,37.5,7.37,Good
VTU69494,5,73.0,30.5,39.7,3.7,7.65,3,67.1,67.1,6.73,Good
VTU12546,2,57.8,34.7,30.8,1.2,7.5,3,73.4,60.6,6.25,Average
VTU68250,3,67.2,30.5,24.9,5.4,6.82,3,89.8,54.5,7.04,Good
VTU86353,4,78.0,17.3,15.4,1.9,5.8,2,65.2,44.4,4.57,Poor
VTU86182,2,43.8,12.8,16.4,0.8,5.74,5,54.3,26.4,4.8,Poor
VTU33193,8,74.4,25.8,14.9,4.1,6.95,3,58.8,40.8,7.3,Average
VTU63003,3,77.2,45.2,32.5,5.7,6.82,1,83.5,64.8,7.14,Good
VTU56837,2,84.7,36.9,16.1,5.4,8.11,0,74.4,55.4,7.43,Good
VTU19470,4,70.1,30.6,33.8,4.4,5.42,3,60.4,38.9,4.8,Average
VTU28481,6,61.8,28.1,26.1,1.6,5.98,2,59.9,85.0,5.29,Average
VTU91846,1,87.3,45.1,30.9,8.9,8.35,1,95.0,76.6,9.11,Excellent
VTU44848,1,83.5,37.7,32.1,4.4,6.78,1,65.9,53.1,7.82,Good
VTU13510,2,80.8,35.9,22.7,3.9,6.2,4,67.7,34.6,5.86,Average
VTU24804,5,70.7,30.8,23.8,3.5,5.15,2,84.5,41.9,7.0,Average
VTU96140,5,98.3,41.8,43.1,6.5,9.54,0,81.1,69.4,9.92,Excellent
VTU64961,7,77.7,35.7,34.0,4.5,6.13,0,84.2,61.3,7.17,Good
VTU14511,6,57.5,29.4,20.0,0.6,6.18,2,64.2,51.4,5.93,Average
VTU49444,5,65.6,30.5,27.5,5.2,7.83,0,79.0,78.5,8.5,Good
VTU79044,2,40.6,17.7,19.3,3.9,3.94,8,61.7,41.6,4.26,Poor
VTU96148,1,86.1,42.9,36.9,4.7,9.79,0,73.1,69.5,9.09,Excellent
VTU51822,7,86.2,33.6,33.7,3.9,6.15,0,67.6,69.4,6.63,Good
VTU33438,3,40.3,21.6,23.8,4.5,5.34,4,60.7,51.2,5.66,Average
VTU50984,7,78.4,27.2,23.7,4.4,7.33,0,72.1,69.1,7.7,Good
VTU56165,5,72.3,48.0,32.1,7.1,7.09,0,86.7,78.4,7.48,Good
VTU86008,2,64.7,26.6,24.0,3.7,4.21,4,40.4,24.6,4.09,Poor
VTU36678,3,82.1,30.0,25.2,1.8,4.42,0,65.2,33.0,6.54,Average
VTU24245,1,59.3,25.9,11.4,3.7,4.3,5,58.0,41.4,6.63,Average
VTU81594,1,38.1,20.6,16.8,0.8,4.5,0,55.5,59.7,4.99,Poor
VTU16537,7,59.9,36.0,19.3,0.9,6.41,3,57.6,52.3,6.04,Average
VTU28307,1,74.7,24.8,30.0,3.1,7.5,0,65.2,61.7,5.97,Average
VTU44695,3,80.0,38.9,38.0,4.2,7.54,1,78.0,66.7,6.11,Good
VTU13039,6,71.7,24.7,23.1,2.8,6.36,5,73.6,57.3,5.21,Average
VTU61434,2,73.7,28.6,20.2,4.3,6.96,0,62.0,60.3,7.42,Good
VTU60430,3,84.2,35.2,28.8,2.9,7.15,1,83.6,68.7,7.53,Good
VTU78129,5,39.2,10.6,22.6,2.2,4.84,4,66.2,38.1,4.11,Poor
VTU74702,1,37.0,15.1,4.6,2.6,4.73,6,56.7,29.8,4.52,Poor
VTU94831,6,100.0,34.5,47.2,8.8,7.75,0,91.3,60.9,7.6,Excellent
VTU60514,6,76.2,29.6,43.4,2.9,7.54,0,78.4,60.4,7.85,Good
VTU29092,5,52.2,21.2,17.6,1.2,5.31,0,65.9,50.1,6.07,Average
VTU19012,3,62.5,27.4,14.3,1.5,5.8,3,59.5,40.3,6.34,Average
VTU23987,7,70.6,27.9,20.9,4.4,5.95,2,59.7,41.2,6.32,Average
VTU14758,8,57.3,17.0,22.2,3.0,6.21,1,61.0,36.2,5.73,Average
VTU28914,5,84.2,30.0,16.4,6.4,6.26,4,64.4,70.8,5.57,Average
VTU63994,8,69.5,36.4,27.1,5.9,7.88,2,89.8,72.4,6.25,Good
VTU04357,4,67.2,26.4,30.7,6.1,5.53,2,54.2,56.9,6.6,Average
VTU64829,6,69.8,29.1,33.2,5.4,7.19,1,81.4,91.2,7.19,Good
VTU28117,7,61.7,26.7,20.9,5.2,5.41,1,74.2,37.7,5.96,Average
VTU71590,8,53.1,8.8,7.2,0.6,3.99,4,57.7,39.9,5.22,Poor
VTU49381,2,81.7,31.8,34.8,1.4,7.04,0,73.4,76.2,7.2,Good
VTU48675,7,89.3,46.0,29.7,1.5,8.8,1,82.2,76.8,7.54,Good
VTU86896,2,66.0,25.0,12.8,3.5,4.82,8,54.2,25.0,5.27,Poor
VTU81374,6,28.6,16.3,2.6,3.1,4.87,6,43.5,37.5,4.78,Poor
VTU76082,5,58.2,24.7,19.1,3.8,6.3,5,31.4,28.5,5.28,Poor
VTU79313,4,64.7,27.6,15.6,2.1,4.78,1,46.5,22.6,3.71,Poor
VTU93026,7,84.0,46.1,35.5,4.4,7.16,1,95.1,55.1,7.73,Excellent
VTU80282,3,54.3,15.7,16.1,2.0,3.93,1,68.8,34.4,5.08,Poor
VTU49277,3,68.1,35.0,38.8,5.0,7.32,0,83.6,78.9,7.17,Good
VTU92528,5,77.9,44.4,41.4,5.0,8.28,0,92.8,77.5,7.65,Excellent
VTU74793,8,44.0,12.5,21.3,1.7,5.25,1,44.9,31.2,3.96,Poor
VTU39372,8,81.2,32.3,32.5,2.8,7.87,0,80.1,43.3,6.79,Good
VTU72994,3,47.7,11.2,21.1,2.6,4.23,4,54.4,29.0,4.24,Poor
VTU08365,7,73.3,31.7,22.0,2.7,7.22,2,69.1,59.0,5.13,Average
VTU46072,8,74.0,35.7,38.7,5.2,7.65,0,75.6,70.0,8.11,Good
VTU36222,6,90.0,19.1,33.8,2.4,5.72,1,52.5,57.1,6.63,Average
VTU43216,4,60.3,28.1,31.6,3.3,7.82,1,80.3,47.3,6.97,Good
VTU91516,7,92.3,38.1,37.4,6.8,8.5,0,78.0,75.5,9.1,Excellent
VTU30720,3,58.5,24.8,20.6,3.6,4.83,3,71.4,46.5,6.49,Average
VTU86257,3,59.5,20.2,16.9,2.2,3.99,5,49.8,29.0,4.91,Poor
VTU08874,1,62.1,21.7,19.0,4.3,6.0,5,57.0,40.9,5.62,Average
VTU33402,8,64.0,20.3,19.6,2.8,6.94,1,68.4,48.5,6.06,Average
VTU71978,1,68.8,10.6,22.7,2.1,3.67,1,50.5,35.4,3.91,Poor
VTU09800,7,53.8,25.4,22.3,3.1,5.47,5,74.3,39.2,5.25,Average
VTU53532,4,69.8,44.3,37.8,2.5,7.65,3,75.9,92.2,7.57,Good
VTU29939,1,64.4,28.7,20.3,4.8,7.21,1,70.4,27.2,5.8,Average
VTU20508,1,81.6,23.2,22.1,3.8,5.56,0,55.2,27.7,5.04,Average
VTU20107,7,66.0,28.0,35.5,5.4,6.17,1,58.9,33.2,5.24,Average
VTU13703,1,56.2,37.5,18.5,2.0,5.82,2,56.2,59.2,5.92,Average
VTU46055,8,87.0,24.9,36.4,2.7,8.7,0,88.6,56.3,7.9,Good
VTU51534,4,64.5,39.3,33.2,3.4,6.04,2,81.5,65.3,7.87,Good
VTU58199,6,89.5,33.8,31.9,4.0,7.5,0,86.8,71.4,8.04,Good
VTU62268,3,56.8,37.3,26.1,5.1,7.58,1,68.4,51.5,7.36,Good
VTU39172,2,68.5,36.5,46.5,5.6,7.53,1,81.5,71.7,8.7,Good
VTU01220,3,85.4,28.3,27.0,3.6,4.37,2,77.1,58.8,5.78,Average
VTU14491,5,69.3,24.3,24.9,4.5,6.56,0,58.1,55.7,5.78,Average
VTU27749,3,59.4,14.6,27.5,1.6,5.17,2,64.8,58.5,5.52,Average
VTU10056,4,69.1,33.8,22.0,3.2,6.22,0,67.6,42.9,5.27,Average
VTU24939,7,74.8,35.9,25.7,4.4,6.47,0,75.2,54.3,6.19,Average
VTU27978,5,57.7,24.5,28.3,4.9,6.48,5,57.5,41.5,5.8,Average
VTU29694,1,71.4,27.1,22.2,3.0,5.39,0,68.4,34.8,5.31,Average
VTU81178,2,51.1,12.5,23.1,2.7,5.44,5,50.6,30.9,5.08,Poor
VTU75385,6,58.2,29.2,14.8,2.2,3.85,6,53.9,41.7,5.49,Poor
VTU81208,2,24.5,14.6,12.0,1.4,3.73,0,58.7,38.9,4.32,Poor
VTU59261,1,81.0,33.6,21.6,5.0,8.1,0,66.6,60.7,6.65,Good
VTU36053,1,57.4,31.4,15.9,5.4,5.63,0,67.8,46.1,5.63,Average
VTU02123,3,64.8,22.3,29.4,4.3,6.39,0,73.3,30.0,6.18,Average
VTU21703,7,67.0,16.8,25.7,3.9,6.05,4,77.9,41.0,6.25,Average
VTU35338,6,60.3,23.8,32.6,3.3,5.21,0,68.2,59.4,5.98,Average
VTU62742,3,81.8,29.2,26.4,1.9,6.38,1,62.1,69.8,7.26,Good
VTU69116,3,75.3,36.2,31.8,6.0,7.3,2,69.0,64.6,7.66,Good
VTU18886,1,54.2,16.2,23.2,3.1,7.11,1,67.9,49.3,6.83,Average
VTU67999,4,83.3,38.8,19.3,5.1,6.86,1,71.8,66.4,7.8,Good
VTU26309,6,73.5,30.8,19.8,2.8,5.7,1,55.3,52.4,6.09,Average
VTU82684,4,41.3,29.9,14.8,3.1,4.65,0,52.2,30.3,4.27,Poor
VTU63988,3,97.0,35.5,31.4,5.3,8.8,0,75.9,45.2,8.31,Good
VTU57167,1,69.5,38.9,39.4,3.7,8.37,0,76.9,50.8,7.64,Good
VTU13343,1,59.7,29.4,36.5,3.4,6.49,2,53.2,63.4,6.35,Average
VTU62274,8,74.4,33.7,33.8,5.7,7.24,0,91.2,54.1,7.27,Good
VTU99788,3,92.7,45.0,27.8,6.5,7.77,1,91.2,75.1,8.3,Excellent
VTU00941,3,52.8,19.8,15.8,1.1,5.1,2,81.6,65.7,6.08,Average
VTU46400,1,75.2,31.1,34.5,2.2,7.68,0,69.8,73.1,7.31,Good
VTU82571,2,34.4,24.9,6.8,2.7,5.4,3,48.8,25.0,3.86,Poor
VTU96724,1,88.6,30.5,43.6,5.7,7.79,0,100.0,67.1,9.39,Excellent
VTU90182,7,86.0,45.8,38.0,7.1,8.65,0,96.9,69.1,7.51,Excellent
VTU56970,3,82.0,33.4,26.3,2.1,7.81,0,68.9,85.4,6.94,Good
VTU26277,2,75.5,26.4,15.6,1.2,6.79,2,66.0,63.0,6.36,Average
VTU82222,3,56.0,13.6,24.2,3.0,4.18,0,66.2,41.0,5.0,Poor
VTU36865,5,46.0,38.2,34.9,1.9,5.41,0,89.6,52.8,4.8,Average
VTU22962,8,63.8,28.3,19.4,4.0,5.92,2,68.5,68.3,5.54,Average
VTU78082,3,48.6,22.6,17.0,2.8,5.27,0,59.3,15.2,4.83,Poor
VTU54501,2,96.9,36.3,21.2,5.5,8.2,1,71.3,45.8,7.4,Good
VTU68974,6,86.1,30.1,32.1,2.5,7.3,1,70.1,78.6,6.89,Good
VTU13597,4,66.6,23.5,33.9,4.4,5.33,0,76.0,54.7,7.07,Average
VTU32494,4,56.2,10.0,17.5,0.6,5.7,3,69.2,55.3,7.27,Average
VTU81510,7,62.4,21.7,22.0,2.3,3.84,7,76.2,22.1,5.15,Poor
VTU08314,8,56.9,30.4,21.7,5.1,5.17,0,73.0,60.0,5.69,Average
VTU03808,1,46.3,29.5,25.9,3.3,5.21,4,68.1,22.4,5.29,Average
VTU21822,5,56.2,33.8,31.8,3.9,7.35,3,64.9,33.5,5.77,Average
VTU50031,6,73.5,31.8,32.9,6.1,6.91,0,71.9,71.0,7.24,Good
VTU89876,5,86.6,45.9,35.2,9.5,6.8,0,88.3,65.7,8.36,Excellent
VTU51795,4,76.0,25.1,33.6,3.3,8.03,2,67.3,72.3,6.6,Good
VTU88933,4,81.6,36.0,48.8,7.3,8.05,0,92.9,81.9,8.28,Excellent
VTU64457,2,75.1,36.1,18.7,5.8,6.67,1,66.0,51.2,6.15,Good
VTU71447,4,37.9,24.1,11.4,2.8,4.05,3,57.2,28.1,4.24,Poor
VTU77317,6,44.1,1.6,19.7,1.7,5.26,4,73.4,29.0,3.58,Poor
VTU61400,5,80.1,41.9,32.8,4.1,6.99,0,92.4,70.3,6.63,Good
VTU28610,2,68.8,31.8,29.0,3.9,6.3,0,64.9,20.2,6.13,Average
VTU86295,7,38.1,27.4,21.5,3.5,4.12,7,47.7,49.0,4.9,Poor
VTU45015,7,64.5,37.5,38.7,6.2,7.27,0,75.2,57.2,7.27,Good
VTU16571,5,68.5,25.9,28.5,4.4,4.2,2,67.1,73.9,6.53,Average
VTU67885,4,77.0,31.3,30.3,4.1,7.5,0,77.3,73.8,7.2,Good
VTU01444,5,52.7,24.7,21.1,3.2,5.09,5,67.7,69.5,4.91,Average
VTU76444,2,65.4,20.3,12.0,0.9,3.92,8,53.5,41.6,4.0,Poor
VTU87083,3,44.7,11.9,16.3,0.5,6.05,6,44.1,23.5,4.68,Poor
VTU17663,3,55.5,31.1,31.2,2.1,6.44,1,46.0,52.6,4.99,Average
VTU51327,6,67.3,35.3,22.7,4.9,7.41,0,73.7,85.3,8.7,Good
VTU15656,8,65.5,30.4,26.1,2.5,6.46,1,67.0,61.4,6.38,Average
VTU06556,6,51.7,30.8,12.8,3.4,5.6,0,64.0,32.0,6.02,Average
